request_id,client_id,send_ts,receive_ts,latency_ms,success,error
20,0,1777358431.015981,1777358431.072633,56.650,1,
21,0,1777358431.072691,1777358431.127676,54.983,1,
22,0,1777358431.127727,1777358431.186860,59.131,1,
23,0,1777358431.186962,1777358431.239330,52.366,1,
24,0,1777358431.239381,1777358431.294848,55.465,1,
25,0,1777358431.294945,1777358431.353532,58.586,1,
26,0,1777358431.353586,1777358431.410130,56.542,1,
27,0,1777358431.410183,1777358431.467012,56.827,1,
28,0,1777358431.467064,1777358431.522629,55.563,1,
29,0,1777358431.522687,1777358431.579029,56.336,1,
30,0,1777358431.579082,1777358431.636255,57.172,1,
31,0,1777358431.636307,1777358431.687821,51.513,1,
32,0,1777358431.687858,1777358431.741240,53.381,1,
33,0,1777358431.741277,1777358431.794219,52.941,1,
34,0,1777358431.794258,1777358431.849953,55.693,1,
35,0,1777358431.849994,1777358431.904734,54.738,1,
36,0,1777358431.904772,1777358431.957637,52.864,1,
37,0,1777358431.957681,1777358432.013958,56.275,1,
38,0,1777358432.014003,1777358432.065421,51.417,1,
39,0,1777358432.065580,1777358432.127688,62.095,1,
40,0,1777358432.127726,1777358432.186151,58.424,1,
41,0,1777358432.186197,1777358432.245834,59.636,1,
42,0,1777358432.245871,1777358432.302315,56.443,1,
43,0,1777358432.302363,1777358432.357673,55.310,1,
44,0,1777358432.357727,1777358432.413562,55.835,1,
45,0,1777358432.413601,1777358432.473106,59.503,1,
46,0,1777358432.473143,1777358432.529222,56.077,1,
47,0,1777358432.529260,1777358432.588930,59.668,1,
48,0,1777358432.588984,1777358432.646470,57.485,1,
49,0,1777358432.646535,1777358432.707288,60.751,1,
50,0,1777358432.707340,1777358432.762014,54.672,1,
51,0,1777358432.762066,1777358432.817938,55.869,1,
52,0,1777358432.818001,1777358432.872595,54.592,1,
53,0,1777358432.872646,1777358432.930165,57.517,1,
54,0,1777358432.930225,1777358432.987502,57.276,1,
55,0,1777358432.987556,1777358433.049464,61.906,1,
56,0,1777358433.049614,1777358433.105038,55.423,1,
57,0,1777358433.105094,1777358433.163960,58.865,1,
58,0,1777358433.164019,1777358433.219413,55.393,1,
59,0,1777358433.219465,1777358433.278481,59.015,1,
60,0,1777358433.278546,1777358433.336304,57.756,1,
61,0,1777358433.336367,1777358433.399344,62.975,1,
62,0,1777358433.399395,1777358433.453568,54.171,1,
63,0,1777358433.453621,1777358433.513448,59.825,1,
64,0,1777358433.513503,1777358433.569707,56.203,1,
65,0,1777358433.569758,1777358433.620199,50.439,1,
66,0,1777358433.620252,1777358433.675712,55.459,1,
67,0,1777358433.675765,1777358433.735060,59.295,1,
68,0,1777358433.735099,1777358433.791177,56.077,1,
69,0,1777358433.791219,1777358433.846253,55.033,1,
70,0,1777358433.846288,1777358433.900115,53.825,1,
71,0,1777358433.900154,1777358433.954245,54.090,1,
72,0,1777358433.954357,1777358434.008845,54.487,1,
73,0,1777358434.008919,1777358434.059822,50.901,1,
74,0,1777358434.059857,1777358434.120272,60.414,1,
75,0,1777358434.120310,1777358434.172534,52.223,1,
76,0,1777358434.172571,1777358434.223981,51.409,1,
77,0,1777358434.224021,1777358434.279870,55.848,1,
78,0,1777358434.279956,1777358434.337912,57.955,1,
79,0,1777358434.337960,1777358434.393137,55.176,1,
80,0,1777358434.393177,1777358434.447813,54.635,1,
81,0,1777358434.447850,1777358434.500833,52.982,1,
82,0,1777358434.500870,1777358434.557664,56.793,1,
83,0,1777358434.557709,1777358434.614158,56.447,1,
84,0,1777358434.614197,1777358434.671074,56.876,1,
85,0,1777358434.671114,1777358434.725753,54.638,1,
86,0,1777358434.725790,1777358434.780298,54.507,1,
87,0,1777358434.780342,1777358434.836450,56.107,1,
88,0,1777358434.836486,1777358434.890861,54.373,1,
89,0,1777358434.890943,1777358434.944750,53.807,1,
90,0,1777358434.944788,1777358435.009242,64.453,1,
91,0,1777358435.009285,1777358435.063289,54.003,1,
