request_id,client_id,send_ts,receive_ts,latency_ms,success,error
3620,18,1777408517.119444,1777408519.365819,2246.374,1,
3621,18,1777408519.365858,1777408521.717576,2351.717,1,
3622,18,1777408521.717614,1777408524.180174,2462.559,1,
820,4,1777408523.847908,1777408526.385224,2537.315,1,
3623,18,1777408524.180211,1777408526.660666,2480.455,1,
821,4,1777408526.385261,1777408528.841461,2456.199,1,
3624,18,1777408526.660717,1777408529.111955,2451.237,1,
822,4,1777408528.841506,1777408531.282802,2441.295,1,
3625,18,1777408529.112029,1777408531.548517,2436.487,1,
823,4,1777408531.282848,1777408533.601856,2319.007,1,
3626,18,1777408531.548558,1777408533.890547,2341.988,1,
824,4,1777408533.601894,1777408536.107828,2505.933,1,
3627,18,1777408533.890659,1777408536.464856,2574.198,1,
825,4,1777408536.107875,1777408538.900379,2792.504,1,
3628,18,1777408536.464895,1777408539.195741,2730.845,1,
826,4,1777408538.900416,1777408541.543664,2643.247,1,
3629,18,1777408539.195924,1777408541.816351,2620.427,1,
6420,32,1777408539.247694,1777408541.859962,2612.267,1,
3420,17,1777408540.554124,1777408542.873866,2319.741,1,
4420,22,1777408541.142053,1777408543.283436,2141.382,1,
827,4,1777408541.543725,1777408543.604299,2060.572,1,
3630,18,1777408541.816386,1777408543.856546,2040.159,1,
6421,32,1777408541.860029,1777408543.896600,2036.570,1,
5220,26,1777408541.940249,1777408543.995191,2054.941,1,
3421,17,1777408542.873903,1777408545.014799,2140.895,1,
4421,22,1777408543.283474,1777408545.495063,2211.587,1,
1020,5,1777408543.531087,1777408545.768153,2237.066,1,
828,4,1777408543.604334,1777408545.857122,2252.787,1,
3631,18,1777408543.856588,1777408546.135701,2279.112,1,
6422,32,1777408543.896648,1777408546.182958,2286.309,1,
5221,26,1777408543.995227,1777408546.286928,2291.700,1,
20,0,1777408544.927090,1777408547.263361,2336.269,1,
3422,17,1777408545.014842,1777408547.389322,2374.478,1,
4422,22,1777408545.495100,1777408547.830076,2334.975,1,
1021,5,1777408545.768189,1777408548.209917,2441.728,1,
829,4,1777408545.857166,1777408548.318452,2461.285,1,
1820,9,1777408545.894586,1777408548.357638,2463.052,1,
3632,18,1777408546.135740,1777408548.595042,2459.302,1,
6423,32,1777408546.183029,1777408548.647798,2464.768,1,
5222,26,1777408546.287003,1777408548.726947,2439.942,1,
220,1,1777408546.618380,1777408549.109344,2490.963,1,
4820,24,1777408546.718417,1777408549.230114,2511.697,1,
6620,33,1777408546.917085,1777408549.437872,2520.787,1,
1620,8,1777408547.069548,1777408549.573263,2503.714,1,
21,0,1777408547.263557,1777408549.745339,2481.782,1,
3423,17,1777408547.389359,1777408549.847794,2458.434,1,
4020,20,1777408547.709277,1777408550.192104,2482.826,1,
4423,22,1777408547.830114,1777408547.879819,49.704,1,
4424,22,1777408547.879863,1777408550.331225,2451.361,1,
3820,19,1777408548.105818,1777408550.513949,2408.131,1,
7620,38,1777408548.158820,1777408550.561578,2402.757,1,
1022,5,1777408548.209955,1777408550.614066,2404.110,1,
5620,28,1777408548.268826,1777408550.656076,2387.249,1,
830,4,1777408548.318501,1777408550.697390,2378.889,1,
1821,9,1777408548.357749,1777408550.739288,2381.538,1,
2020,10,1777408548.405301,1777408550.788016,2382.714,1,
620,3,1777408548.445180,1777408550.832796,2387.616,1,
1220,6,1777408548.495099,1777408550.875160,2380.059,1,
2220,11,1777408548.547183,1777408550.915398,2368.214,1,
3633,18,1777408548.595084,1777408550.956544,2361.459,1,
6424,32,1777408548.647837,1777408550.995114,2347.276,1,
420,2,1777408548.690872,1777408551.043163,2352.290,1,
5223,26,1777408548.727019,1777408551.089215,2362.195,1,
1420,7,1777408548.770865,1777408551.146550,2375.684,1,
4620,23,1777408548.823734,1777408551.188541,2364.805,1,
2820,14,1777408548.865870,1777408551.229592,2363.721,1,
2620,13,1777408548.910239,1777408551.285259,2375.018,1,
4220,21,1777408548.952000,1777408551.324582,2372.582,1,
9020,45,1777408548.998746,1777408551.360099,2361.344,1,
6220,31,1777408549.053134,1777408551.403420,2350.286,1,
221,1,1777408549.109381,1777408551.457006,2347.624,1,
3020,15,1777408549.171712,1777408551.493158,2321.445,1,
4821,24,1777408549.230151,1777408551.535772,2305.620,1,
2420,12,1777408549.285311,1777408551.581681,2296.369,1,
3220,16,1777408549.336386,1777408551.624226,2287.839,1,
5820,29,1777408549.389449,1777408551.673638,2284.188,1,
6621,33,1777408549.437912,1777408551.717139,2279.226,1,
7820,39,1777408549.486204,1777408551.763127,2276.922,1,
7220,36,1777408549.526235,1777408551.801106,2274.870,1,
1621,8,1777408549.573301,1777408551.847873,2274.571,1,
5420,27,1777408549.623900,1777408551.891130,2267.229,1,
5020,25,1777408549.667267,1777408551.933099,2265.831,1,
6820,34,1777408549.708327,1777408551.977104,2268.776,1,
22,0,1777408549.745471,1777408552.022063,2276.591,1,
7420,37,1777408549.799098,1777408552.077569,2278.470,1,
3424,17,1777408549.847829,1777408552.122727,2274.897,1,
6020,30,1777408549.896030,1777408552.175312,2279.281,1,
9420,47,1777408549.942952,1777408552.224235,2281.282,1,
8620,43,1777408549.980340,1777408552.269409,2289.069,1,
7020,35,1777408550.023685,1777408552.307314,2283.629,1,
9820,49,1777408550.085186,1777408552.347303,2262.116,1,
8020,40,1777408550.140131,1777408552.403646,2263.514,1,
4021,20,1777408550.192143,1777408552.453343,2261.199,1,
8420,42,1777408550.239039,1777408552.500721,2261.681,1,
8220,41,1777408550.278849,1777408552.604500,2325.649,1,
