request_id,client_id,send_ts,receive_ts,latency_ms,success,error
20,0,1777367394.397299,1777367394.451195,53.895,1,
21,0,1777367394.451236,1777367394.502143,50.906,1,
22,0,1777367394.502179,1777367394.559514,57.334,1,
23,0,1777367394.559552,1777367394.612854,53.300,1,
24,0,1777367394.612924,1777367394.666799,53.874,1,
25,0,1777367394.666835,1777367394.724962,58.125,1,
26,0,1777367394.725015,1777367394.784380,59.364,1,
27,0,1777367394.784429,1777367394.842381,57.951,1,
28,0,1777367394.842441,1777367394.901103,58.660,1,
29,0,1777367394.901155,1777367394.952436,51.280,1,
30,0,1777367394.952487,1777367395.009628,57.140,1,
31,0,1777367395.009687,1777367395.070347,60.658,1,
32,0,1777367395.070407,1777367395.128862,58.454,1,
33,0,1777367395.128947,1777367395.190264,61.315,1,
34,0,1777367395.190327,1777367395.247766,57.437,1,
35,0,1777367395.247814,1777367395.304715,56.899,1,
36,0,1777367395.304765,1777367395.360630,55.864,1,
37,0,1777367395.360681,1777367395.416195,55.513,1,
38,0,1777367395.416263,1777367395.472807,56.542,1,
39,0,1777367395.472857,1777367395.528684,55.826,1,
40,0,1777367395.528733,1777367395.586690,57.955,1,
41,0,1777367395.586741,1777367395.644029,57.286,1,
42,0,1777367395.644078,1777367395.700264,56.184,1,
43,0,1777367395.700317,1777367395.758245,57.927,1,
44,0,1777367395.758293,1777367395.815310,57.016,1,
45,0,1777367395.815348,1777367395.870410,55.061,1,
46,0,1777367395.870461,1777367395.926450,55.988,1,
47,0,1777367395.926492,1777367395.982263,55.771,1,
48,0,1777367395.982299,1777367396.038105,55.805,1,
49,0,1777367396.038152,1777367396.096169,58.016,1,
50,0,1777367396.096207,1777367396.147727,51.520,1,
51,0,1777367396.147764,1777367396.209100,61.334,1,
52,0,1777367396.209136,1777367396.262725,53.589,1,
53,0,1777367396.262764,1777367396.319961,57.196,1,
54,0,1777367396.319999,1777367396.376589,56.589,1,
55,0,1777367396.376631,1777367396.427542,50.910,1,
56,0,1777367396.427582,1777367396.478140,50.558,1,
57,0,1777367396.478179,1777367396.527828,49.648,1,
58,0,1777367396.527865,1777367396.586244,58.377,1,
59,0,1777367396.586282,1777367396.642446,56.163,1,
60,0,1777367396.642492,1777367396.700330,57.837,1,
61,0,1777367396.700366,1777367396.757875,57.507,1,
62,0,1777367396.757961,1777367396.815636,57.673,1,
63,0,1777367396.815685,1777367396.872036,56.349,1,
64,0,1777367396.872085,1777367396.929229,57.143,1,
65,0,1777367396.929429,1777367396.987711,58.281,1,
66,0,1777367396.987762,1777367397.045313,57.549,1,
67,0,1777367397.045374,1777367397.103590,58.215,1,
68,0,1777367397.103652,1777367397.163337,59.682,1,
69,0,1777367397.163395,1777367397.222064,58.668,1,
70,0,1777367397.222127,1777367397.277375,55.247,1,
71,0,1777367397.277425,1777367397.329455,52.029,1,
72,0,1777367397.329511,1777367397.385848,56.335,1,
73,0,1777367397.385949,1777367397.439210,53.259,1,
74,0,1777367397.439260,1777367397.494859,55.597,1,
75,0,1777367397.494946,1777367397.550049,55.101,1,
76,0,1777367397.550108,1777367397.606827,56.718,1,
77,0,1777367397.606931,1777367397.664753,57.821,1,
78,0,1777367397.664816,1777367397.726045,61.227,1,
79,0,1777367397.726095,1777367397.779124,53.028,1,
80,0,1777367397.779170,1777367397.830253,51.082,1,
81,0,1777367397.830292,1777367397.884458,54.165,1,
82,0,1777367397.884506,1777367397.935381,50.874,1,
83,0,1777367397.935432,1777367397.996103,60.670,1,
84,0,1777367397.996138,1777367398.052858,56.719,1,
85,0,1777367398.052928,1777367398.109747,56.818,1,
86,0,1777367398.109787,1777367398.167940,58.152,1,
87,0,1777367398.167978,1777367398.230799,62.820,1,
88,0,1777367398.230836,1777367398.281809,50.972,1,
89,0,1777367398.281846,1777367398.335388,53.542,1,
90,0,1777367398.335428,1777367398.391597,56.168,1,
91,0,1777367398.391643,1777367398.447330,55.685,1,
92,0,1777367398.447366,1777367398.505050,57.683,1,
93,0,1777367398.505088,1777367398.561759,56.671,1,
94,0,1777367398.561795,1777367398.618104,56.307,1,
95,0,1777367398.618151,1777367398.675322,57.169,1,
96,0,1777367398.675357,1777367398.731045,55.687,1,
97,0,1777367398.731081,1777367398.788611,57.529,1,
98,0,1777367398.788668,1777367398.840943,52.272,1,
99,0,1777367398.840994,1777367398.891306,50.310,1,
100,0,1777367398.891355,1777367398.946218,54.862,1,
101,0,1777367398.946268,1777367398.997682,51.413,1,
102,0,1777367398.997732,1777367399.053654,55.920,1,
103,0,1777367399.053703,1777367399.112163,58.459,1,
104,0,1777367399.112221,1777367399.176970,64.748,1,
105,0,1777367399.177022,1777367399.228079,51.056,1,
106,0,1777367399.228131,1777367399.284332,56.200,1,
107,0,1777367399.284381,1777367399.340969,56.586,1,
108,0,1777367399.341024,1777367399.402174,61.147,1,
109,0,1777367399.402226,1777367399.458023,55.795,1,
110,0,1777367399.458074,1777367399.515010,56.935,1,
111,0,1777367399.515068,1777367399.570996,55.926,1,
112,0,1777367399.571048,1777367399.632457,61.407,1,
113,0,1777367399.632571,1777367399.692996,60.425,1,
114,0,1777367399.693044,1777367399.750296,57.250,1,
115,0,1777367399.750348,1777367399.803802,53.453,1,
116,0,1777367399.803855,1777367399.867076,63.220,1,
117,0,1777367399.867124,1777367399.923069,55.943,1,
118,0,1777367399.923119,1777367399.979334,56.214,1,
119,0,1777367399.979395,1777367400.043059,63.663,1,
120,0,1777367400.043111,1777367400.102412,59.299,1,
121,0,1777367400.102460,1777367400.160867,58.405,1,
122,0,1777367400.160958,1777367400.220351,59.392,1,
123,0,1777367400.220400,1777367400.281816,61.414,1,
124,0,1777367400.281869,1777367400.344418,62.547,1,
125,0,1777367400.344469,1777367400.404610,60.139,1,
126,0,1777367400.404663,1777367400.463266,58.602,1,
127,0,1777367400.463481,1777367400.521419,57.936,1,
128,0,1777367400.521469,1777367400.580987,59.516,1,
129,0,1777367400.581038,1777367400.641008,59.968,1,
130,0,1777367400.641058,1777367400.696487,55.427,1,
131,0,1777367400.696538,1777367400.751831,55.286,1,
132,0,1777367400.751925,1777367400.815615,63.689,1,
133,0,1777367400.815671,1777367400.873128,57.455,1,
134,0,1777367400.873180,1777367400.930055,56.874,1,
135,0,1777367400.930107,1777367400.986371,56.262,1,
136,0,1777367400.986425,1777367401.043192,56.766,1,
137,0,1777367401.043245,1777367401.093776,50.530,1,
138,0,1777367401.093825,1777367401.146657,52.830,1,
139,0,1777367401.146706,1777367401.198178,51.470,1,
140,0,1777367401.198228,1777367401.259202,60.972,1,
141,0,1777367401.259251,1777367401.311098,51.846,1,
142,0,1777367401.311155,1777367401.368792,57.636,1,
143,0,1777367401.368839,1777367401.424462,55.621,1,
144,0,1777367401.424514,1777367401.485537,61.021,1,
145,0,1777367401.485591,1777367401.546260,60.668,1,
146,0,1777367401.546489,1777367401.607334,60.844,1,
147,0,1777367401.607409,1777367401.679811,72.400,1,
148,0,1777367401.679861,1777367401.736038,56.176,1,
149,0,1777367401.736097,1777367401.792346,56.247,1,
150,0,1777367401.792406,1777367401.849513,57.106,1,
151,0,1777367401.849562,1777367401.907369,57.805,1,
152,0,1777367401.907422,1777367401.964238,56.813,1,
153,0,1777367401.964304,1777367402.020164,55.859,1,
154,0,1777367402.020217,1777367402.081276,61.058,1,
155,0,1777367402.081341,1777367402.140807,59.465,1,
156,0,1777367402.140858,1777367402.192044,51.185,1,
