request_id,client_id,send_ts,receive_ts,latency_ms,success,error
8220,41,1777412604.884839,1777412608.314165,3429.330,1,
2220,11,1777412605.266431,1777412608.749853,3483.422,1,
3620,18,1777412605.496319,1777412609.228179,3731.863,1,
220,1,1777412605.831094,1777412609.392143,3561.051,1,
4020,20,1777412605.934969,1777412609.368388,3433.421,1,
9020,45,1777412606.132426,1777412609.653066,3520.639,1,
2420,12,1777412606.277181,1777412609.671284,3394.106,1,
2820,14,1777412606.310084,1777412609.812611,3502.526,1,
3420,17,1777412606.568518,1777412609.948980,3380.464,1,
820,4,1777412606.899727,1777412610.210354,3310.629,1,
1420,7,1777412607.908510,1777412610.895768,2987.257,1,
9220,46,1777412608.031884,1777412611.226965,3195.080,1,
6820,34,1777412608.279608,1777412611.452594,3172.985,1,
8221,41,1777412608.314196,1777412611.777741,3463.543,1,
5620,28,1777412608.494428,1777412611.790424,3295.996,1,
9420,47,1777412608.590649,1777412611.908077,3317.430,1,
3220,16,1777412608.607760,1777412612.024211,3416.454,1,
7420,37,1777412608.654337,1777412612.023470,3369.132,1,
2221,11,1777412608.749908,1777412612.180390,3430.484,1,
7820,39,1777412608.829687,1777412612.176209,3346.519,1,
5020,25,1777412609.204226,1777412612.574644,3370.419,1,
3621,18,1777412609.228220,1777412612.581375,3353.157,1,
4021,20,1777412609.368425,1777412612.898861,3530.439,1,
221,1,1777412609.392171,1777412612.710590,3318.421,1,
5820,29,1777412609.541315,1777412613.041267,3499.952,1,
9021,45,1777412609.653120,1777412613.049823,3396.706,1,
7220,36,1777412609.670267,1777412612.873352,3203.084,1,
2421,12,1777412609.671314,1777412612.947336,3276.024,1,
2821,14,1777412609.812663,1777412613.068101,3255.441,1,
3421,17,1777412609.949009,1777412613.221126,3272.116,1,
4220,21,1777412610.204486,1777412613.370816,3166.330,1,
821,4,1777412610.210381,1777412613.360701,3150.318,1,
4420,22,1777412610.386347,1777412613.393546,3007.199,1,
6620,33,1777412610.662969,1777412613.621170,2958.199,1,
4820,24,1777412610.663768,1777412613.493856,2830.089,1,
8420,42,1777412610.784499,1777412613.624656,2840.158,1,
1421,7,1777412610.895819,1777412613.747919,2852.098,1,
6020,30,1777412611.123261,1777412613.763919,2640.660,1,
9221,46,1777412611.227023,1777412614.000812,2773.791,1,
8020,40,1777412611.345347,1777412614.000332,2654.985,1,
6821,34,1777412611.452644,1777412614.133081,2680.439,1,
9820,49,1777412611.563949,1777412614.250199,2686.248,1,
1620,8,1777412611.669874,1777412614.132490,2462.614,1,
8222,41,1777412611.777812,1777412614.373448,2595.635,1,
5621,28,1777412611.790467,1777412614.256182,2465.716,1,
9421,47,1777412611.908124,1777412614.380843,2472.722,1,
7421,37,1777412612.023526,1777412614.501972,2478.446,1,
3221,16,1777412612.024233,1777412614.504686,2480.454,1,
7821,39,1777412612.176262,1777412614.656484,2480.220,1,
2222,11,1777412612.180416,1777412614.665512,2485.096,1,
6220,31,1777412612.307451,1777412615.131727,2824.274,1,
4620,23,1777412612.314979,1777412614.785528,2470.546,1,
2020,10,1777412612.427520,1777412614.900964,2473.441,1,
1820,9,1777412612.452656,1777412615.020856,2568.198,1,
7020,35,1777412612.463929,1777412615.252360,2788.429,1,
1020,5,1777412612.537463,1777412615.638137,3100.670,1,
5021,25,1777412612.574678,1777412615.701417,3126.737,1,
3622,18,1777412612.581405,1777412615.479043,2897.636,1,
9620,48,1777412612.664771,1777412615.919664,3254.892,1,
3820,19,1777412612.702493,1777412615.812078,3109.587,1,
222,1,1777412612.710617,1777412616.054708,3344.093,1,
2620,13,1777412612.773133,1777412616.392781,3619.647,1,
8620,43,1777412612.807358,1777412615.921846,3114.491,1,
7221,36,1777412612.873398,1777412616.046338,3172.939,1,
4022,20,1777412612.898887,1777412616.161116,3262.231,1,
3020,15,1777412612.929225,1777412616.274089,3344.864,1,
2422,12,1777412612.947363,1777412616.159033,3211.670,1,
5821,29,1777412613.041312,1777412616.400879,3359.570,1,
9022,45,1777412613.049846,1777412616.400371,3350.528,1,
2822,14,1777412613.068123,1777412616.278197,3210.077,1,
20,0,1777412613.087125,1777412616.278543,3191.421,1,
3422,17,1777412613.221175,1777412616.630784,3409.609,1,
8820,44,1777412613.240135,1777412616.524798,3284.667,1,
6420,32,1777412613.243627,1777412616.522108,3278.480,1,
420,2,1777412613.250808,1777412616.535019,3284.214,1,
822,4,1777412613.360752,1777412616.767372,3406.623,1,
4221,21,1777412613.370855,1777412616.664633,3293.779,1,
4421,22,1777412613.393577,1777412616.779000,3385.425,1,
1220,6,1777412613.491362,1777412616.766126,3274.763,1,
4821,24,1777412613.493889,1777412616.645741,3151.854,1,
5220,26,1777412613.517014,1777412616.845101,3328.087,1,
6621,33,1777412613.621218,1777412616.903197,3281.980,1,
8421,42,1777412613.624678,1777412613.861288,236.605,1,
7620,38,1777412613.656110,1777412616.951845,3295.739,1,
1422,7,1777412613.747969,1777412617.050781,3302.813,1,
6021,30,1777412613.763945,1777412616.950972,3187.026,1,
8422,42,1777412613.861334,1777412616.969666,3108.334,1,
5420,27,1777412613.872179,1777412617.265753,3393.575,1,
8021,40,1777412614.000380,1777412617.099340,3098.962,1,
9222,46,1777412614.000835,1777412617.098071,3097.237,1,
1621,8,1777412614.132540,1777412617.131027,2998.487,1,
6822,34,1777412614.133104,1777412617.226244,3093.139,1,
9821,49,1777412614.250249,1777412617.239257,2989.009,1,
5622,28,1777412614.256205,1777412617.290080,3033.873,1,
8223,41,1777412614.373499,1777412617.352009,2978.510,1,
