request_id,client_id,send_ts,receive_ts,latency_ms,success,error
1220,6,1777411714.620709,1777411714.949303,328.587,1,
1820,9,1777411714.846269,1777411715.664699,818.425,1,
1221,6,1777411714.949378,1777411715.490535,541.152,1,
1222,6,1777411715.490604,1777411715.700652,210.042,1,
1821,9,1777411715.664772,1777411716.277812,613.035,1,
1223,6,1777411715.700721,1777411716.343724,643.002,1,
1822,9,1777411716.277885,1777411717.042407,764.518,1,
1224,6,1777411716.343759,1777411717.263652,919.889,1,
20,0,1777411716.741247,1777411717.139708,398.456,1,
220,1,1777411716.899679,1777411717.434901,535.218,1,
1823,9,1777411717.042476,1777411717.417215,374.735,1,
21,0,1777411717.139772,1777411717.574612,434.839,1,
1225,6,1777411717.263720,1777411717.628821,365.098,1,
820,4,1777411717.311782,1777411717.793390,481.604,1,
1824,9,1777411717.417267,1777411717.868677,451.405,1,
221,1,1777411717.434949,1777411717.939856,504.900,1,
22,0,1777411717.574648,1777411717.986133,411.479,1,
1226,6,1777411717.628870,1777411718.096227,467.354,1,
821,4,1777411717.793438,1777411718.318456,525.014,1,
1825,9,1777411717.868719,1777411718.322560,453.840,1,
222,1,1777411717.939919,1777411718.442279,502.356,1,
23,0,1777411717.986183,1777411718.465006,478.820,1,
1227,6,1777411718.096274,1777411718.524158,427.879,1,
420,2,1777411718.155573,1777411718.614550,458.975,1,
1020,5,1777411718.194175,1777411718.815676,621.500,1,
1420,7,1777411718.287622,1777411718.815080,527.452,1,
822,4,1777411718.318518,1777411718.711711,393.188,1,
1826,9,1777411718.322587,1777411718.661718,339.126,1,
223,1,1777411718.442342,1777411718.860627,418.281,1,
24,0,1777411718.465056,1777411718.910773,445.714,1,
1228,6,1777411718.524231,1777411718.975671,451.435,1,
421,2,1777411718.614602,1777411719.039234,424.627,1,
1827,9,1777411718.661783,1777411718.980502,318.717,1,
823,4,1777411718.711778,1777411719.143057,431.279,1,
1421,7,1777411718.815147,1777411719.183992,368.844,1,
1021,5,1777411718.815720,1777411719.219046,403.324,1,
1620,8,1777411718.824161,1777411719.359858,535.692,1,
224,1,1777411718.860670,1777411719.182416,321.742,1,
25,0,1777411718.910815,1777411719.360422,449.606,1,
1229,6,1777411718.975747,1777411719.360866,385.119,1,
1828,9,1777411718.980535,1777411719.462727,482.192,1,
422,2,1777411719.039311,1777411719.461982,422.667,1,
620,3,1777411719.141079,1777411719.687060,545.982,1,
824,4,1777411719.143093,1777411719.537084,393.986,1,
225,1,1777411719.182473,1777411719.681754,499.276,1,
1422,7,1777411719.184020,1777411719.866620,682.598,1,
1022,5,1777411719.219088,1777411719.865909,646.816,1,
1621,8,1777411719.359923,1777411719.951339,591.414,1,
26,0,1777411719.360461,1777411719.686631,326.169,1,
1230,6,1777411719.360897,1777411719.686166,325.266,1,
423,2,1777411719.462037,1777411720.067911,605.870,1,
1829,9,1777411719.462754,1777411720.390562,927.803,1,
825,4,1777411719.537147,1777411720.208723,671.572,1,
226,1,1777411719.681820,1777411720.209431,527.609,1,
1231,6,1777411719.686205,1777411721.247393,1561.186,1,
27,0,1777411719.686657,1777411720.209899,523.241,1,
621,3,1777411719.687079,1777411720.284828,597.745,1,
1023,5,1777411719.865963,1777411720.286321,420.356,1,
1423,7,1777411719.866653,1777411720.391813,525.159,1,
1622,8,1777411719.951395,1777411720.391273,439.876,1,
424,2,1777411720.067979,1777411720.472784,404.755,1,
