request_id,client_id,send_ts,receive_ts,latency_ms,success,error
20,0,1777350432.083157,1777350432.087966,4.809,1,
21,0,1777350432.087986,1777350432.092761,4.775,1,
22,0,1777350432.092777,1777350432.097538,4.761,1,
23,0,1777350432.097554,1777350432.102305,4.750,1,
24,0,1777350432.102321,1777350432.107160,4.839,1,
25,0,1777350432.107177,1777350432.111983,4.806,1,
26,0,1777350432.111999,1777350432.116757,4.758,1,
27,0,1777350432.116772,1777350432.121534,4.762,1,
28,0,1777350432.121550,1777350432.126329,4.779,1,
29,0,1777350432.126344,1777350432.131159,4.815,1,
30,0,1777350432.131174,1777350432.135977,4.802,1,
31,0,1777350432.135991,1777350432.140795,4.803,1,
32,0,1777350432.140811,1777350432.145619,4.807,1,
33,0,1777350432.145641,1777350432.150411,4.769,1,
34,0,1777350432.150427,1777350432.155252,4.824,1,
35,0,1777350432.155266,1777350432.160059,4.792,1,
36,0,1777350432.160074,1777350432.164840,4.766,1,
37,0,1777350432.164855,1777350432.169664,4.808,1,
38,0,1777350432.169679,1777350432.174367,4.688,1,
39,0,1777350432.174383,1777350432.179115,4.731,1,
40,0,1777350432.179130,1777350432.183874,4.744,1,
41,0,1777350432.183889,1777350432.188579,4.689,1,
42,0,1777350432.188593,1777350432.193260,4.666,1,
43,0,1777350432.193274,1777350432.198020,4.746,1,
44,0,1777350432.198035,1777350432.202703,4.667,1,
45,0,1777350432.202718,1777350432.207402,4.684,1,
46,0,1777350432.207416,1777350432.212085,4.668,1,
47,0,1777350432.212100,1777350432.216796,4.696,1,
48,0,1777350432.216810,1777350432.221497,4.686,1,
49,0,1777350432.221511,1777350432.226190,4.679,1,
50,0,1777350432.226204,1777350432.230973,4.769,1,
51,0,1777350432.230987,1777350432.235825,4.837,1,
52,0,1777350432.235840,1777350432.240546,4.706,1,
53,0,1777350432.240561,1777350432.245267,4.705,1,
54,0,1777350432.245281,1777350432.250025,4.743,1,
55,0,1777350432.250039,1777350432.254735,4.696,1,
56,0,1777350432.254750,1777350432.259432,4.682,1,
57,0,1777350432.259446,1777350432.264155,4.709,1,
58,0,1777350432.264171,1777350432.268923,4.752,1,
59,0,1777350432.268939,1777350432.273662,4.723,1,
60,0,1777350432.273677,1777350432.278412,4.735,1,
61,0,1777350432.278428,1777350432.283108,4.680,1,
62,0,1777350432.283123,1777350432.287815,4.692,1,
63,0,1777350432.287830,1777350432.292516,4.686,1,
64,0,1777350432.292532,1777350432.297262,4.730,1,
65,0,1777350432.297279,1777350432.301962,4.683,1,
66,0,1777350432.301978,1777350432.306658,4.679,1,
67,0,1777350432.306672,1777350432.311367,4.695,1,
68,0,1777350432.311382,1777350432.316051,4.668,1,
69,0,1777350432.316065,1777350432.320736,4.671,1,
70,0,1777350432.320750,1777350432.325447,4.696,1,
71,0,1777350432.325461,1777350432.330126,4.664,1,
72,0,1777350432.330141,1777350432.334786,4.645,1,
73,0,1777350432.334801,1777350432.339460,4.659,1,
74,0,1777350432.339474,1777350432.344148,4.673,1,
75,0,1777350432.344162,1777350432.348817,4.654,1,
76,0,1777350432.348831,1777350432.353481,4.649,1,
77,0,1777350432.353495,1777350432.358248,4.753,1,
78,0,1777350432.358263,1777350432.363065,4.802,1,
79,0,1777350432.363079,1777350432.367748,4.669,1,
80,0,1777350432.367763,1777350432.372453,4.690,1,
81,0,1777350432.372467,1777350432.377101,4.633,1,
82,0,1777350432.377122,1777350432.381810,4.688,1,
83,0,1777350432.381825,1777350432.386490,4.665,1,
84,0,1777350432.386505,1777350432.391183,4.677,1,
85,0,1777350432.391199,1777350432.395862,4.663,1,
86,0,1777350432.395876,1777350432.400616,4.739,1,
87,0,1777350432.400631,1777350432.405304,4.673,1,
88,0,1777350432.405319,1777350432.410002,4.683,1,
89,0,1777350432.410016,1777350432.414665,4.648,1,
90,0,1777350432.414679,1777350432.419363,4.684,1,
91,0,1777350432.419379,1777350432.424063,4.684,1,
92,0,1777350432.424077,1777350432.428720,4.643,1,
93,0,1777350432.428734,1777350432.433410,4.676,1,
94,0,1777350432.433426,1777350432.438096,4.670,1,
95,0,1777350432.438111,1777350432.442809,4.697,1,
96,0,1777350432.442823,1777350432.447510,4.687,1,
97,0,1777350432.447526,1777350432.452222,4.696,1,
98,0,1777350432.452236,1777350432.457068,4.831,1,
99,0,1777350432.457082,1777350432.461863,4.781,1,
100,0,1777350432.461881,1777350432.466744,4.863,1,
101,0,1777350432.466759,1777350432.471480,4.721,1,
102,0,1777350432.471495,1777350432.476178,4.683,1,
103,0,1777350432.476192,1777350432.480889,4.697,1,
104,0,1777350432.480903,1777350432.485593,4.689,1,
105,0,1777350432.485606,1777350432.490287,4.681,1,
106,0,1777350432.490301,1777350432.494990,4.688,1,
107,0,1777350432.495004,1777350432.499984,4.980,1,
108,0,1777350432.499997,1777350432.504902,4.904,1,
109,0,1777350432.504916,1777350432.509791,4.875,1,
110,0,1777350432.509805,1777350432.514707,4.901,1,
111,0,1777350432.514721,1777350432.519632,4.911,1,
112,0,1777350432.519648,1777350432.524432,4.784,1,
113,0,1777350432.524447,1777350432.529499,5.051,1,
114,0,1777350432.529513,1777350432.534425,4.911,1,
115,0,1777350432.534440,1777350432.539291,4.851,1,
116,0,1777350432.539305,1777350432.544034,4.728,1,
117,0,1777350432.544048,1777350432.548784,4.736,1,
118,0,1777350432.548799,1777350432.553647,4.848,1,
119,0,1777350432.553661,1777350432.558471,4.809,1,
120,0,1777350432.558485,1777350432.563168,4.682,1,
121,0,1777350432.563182,1777350432.567881,4.699,1,
122,0,1777350432.567896,1777350432.572653,4.757,1,
123,0,1777350432.572668,1777350432.577383,4.714,1,
124,0,1777350432.577400,1777350432.582120,4.719,1,
125,0,1777350432.582134,1777350432.586807,4.673,1,
126,0,1777350432.586823,1777350432.591501,4.679,1,
127,0,1777350432.591517,1777350432.596385,4.868,1,
128,0,1777350432.596401,1777350432.601120,4.719,1,
129,0,1777350432.601137,1777350432.605808,4.670,1,
130,0,1777350432.605823,1777350432.610486,4.662,1,
131,0,1777350432.610501,1777350432.615174,4.673,1,
132,0,1777350432.615188,1777350432.619856,4.668,1,
133,0,1777350432.619870,1777350432.624544,4.673,1,
134,0,1777350432.624559,1777350432.629209,4.650,1,
135,0,1777350432.629224,1777350432.633888,4.664,1,
136,0,1777350432.633904,1777350432.638557,4.653,1,
137,0,1777350432.638572,1777350432.643282,4.709,1,
138,0,1777350432.643298,1777350432.648016,4.717,1,
139,0,1777350432.648032,1777350432.652769,4.736,1,
140,0,1777350432.652784,1777350432.657472,4.688,1,
141,0,1777350432.657486,1777350432.662150,4.664,1,
142,0,1777350432.662165,1777350432.666814,4.649,1,
143,0,1777350432.666830,1777350432.671479,4.648,1,
144,0,1777350432.671493,1777350432.676154,4.661,1,
145,0,1777350432.676169,1777350432.680825,4.656,1,
146,0,1777350432.680840,1777350432.685481,4.641,1,
147,0,1777350432.685495,1777350432.690152,4.656,1,
148,0,1777350432.690166,1777350432.694804,4.638,1,
149,0,1777350432.694819,1777350432.699488,4.668,1,
150,0,1777350432.699503,1777350432.704170,4.666,1,
151,0,1777350432.704185,1777350432.708833,4.647,1,
152,0,1777350432.708848,1777350432.713516,4.667,1,
153,0,1777350432.713531,1777350432.718391,4.860,1,
154,0,1777350432.718416,1777350432.723273,4.856,1,
155,0,1777350432.723288,1777350432.727999,4.711,1,
156,0,1777350432.728015,1777350432.732767,4.752,1,
157,0,1777350432.732782,1777350432.737469,4.686,1,
158,0,1777350432.737484,1777350432.742132,4.648,1,
159,0,1777350432.742147,1777350432.746787,4.639,1,
160,0,1777350432.746801,1777350432.751492,4.690,1,
161,0,1777350432.751507,1777350432.756193,4.685,1,
162,0,1777350432.756208,1777350432.760912,4.704,1,
163,0,1777350432.760927,1777350432.765604,4.676,1,
164,0,1777350432.765619,1777350432.770287,4.668,1,
165,0,1777350432.770302,1777350432.775006,4.704,1,
166,0,1777350432.775021,1777350432.779745,4.724,1,
167,0,1777350432.779760,1777350432.784481,4.720,1,
168,0,1777350432.784496,1777350432.789186,4.690,1,
169,0,1777350432.789201,1777350432.793916,4.714,1,
170,0,1777350432.793931,1777350432.798658,4.727,1,
171,0,1777350432.798673,1777350432.803373,4.700,1,
172,0,1777350432.803387,1777350432.808060,4.673,1,
173,0,1777350432.808076,1777350432.812793,4.716,1,
174,0,1777350432.812810,1777350432.817548,4.737,1,
175,0,1777350432.817564,1777350432.822274,4.709,1,
176,0,1777350432.822290,1777350432.826957,4.667,1,
177,0,1777350432.826972,1777350432.831646,4.674,1,
178,0,1777350432.831661,1777350432.836291,4.630,1,
179,0,1777350432.836306,1777350432.840983,4.677,1,
180,0,1777350432.840998,1777350432.845668,4.670,1,
181,0,1777350432.845683,1777350432.850402,4.718,1,
182,0,1777350432.850416,1777350432.855085,4.669,1,
183,0,1777350432.855100,1777350432.859743,4.642,1,
184,0,1777350432.859758,1777350432.864456,4.699,1,
185,0,1777350432.864471,1777350432.869123,4.652,1,
186,0,1777350432.869138,1777350432.873772,4.633,1,
187,0,1777350432.873786,1777350432.878461,4.674,1,
188,0,1777350432.878475,1777350432.883160,4.684,1,
189,0,1777350432.883176,1777350432.887866,4.689,1,
190,0,1777350432.887882,1777350432.892580,4.698,1,
191,0,1777350432.892594,1777350432.897288,4.693,1,
192,0,1777350432.897302,1777350432.901973,4.670,1,
193,0,1777350432.901987,1777350432.906632,4.645,1,
194,0,1777350432.906646,1777350432.911276,4.629,1,
195,0,1777350432.911291,1777350432.915926,4.635,1,
196,0,1777350432.915940,1777350432.920625,4.684,1,
197,0,1777350432.920639,1777350432.925300,4.661,1,
198,0,1777350432.925315,1777350432.929960,4.645,1,
199,0,1777350432.929974,1777350432.934628,4.654,1,
