request_id,client_id,send_ts,receive_ts,latency_ms,success,error
20,0,1777351172.618854,1777351172.993684,374.830,1,
21,0,1777351172.993707,1777351173.365157,371.449,1,
420,2,1777351173.157919,1777351173.529756,371.836,1,
220,1,1777351173.284463,1777351173.657573,373.109,1,
22,0,1777351173.365177,1777351173.738210,373.032,1,
421,2,1777351173.529775,1777351173.903051,373.276,1,
620,3,1777351173.552723,1777351173.925925,373.201,1,
1020,5,1777351173.578179,1777351173.950670,372.491,1,
221,1,1777351173.657593,1777351174.029298,371.704,1,
1420,7,1777351173.716399,1777351174.088427,372.027,1,
23,0,1777351173.738230,1777351174.109769,371.538,1,
820,4,1777351173.787114,1777351174.156606,369.492,1,
1220,6,1777351173.835461,1777351174.205840,370.378,1,
2020,10,1777351173.895322,1777351174.266857,371.534,1,
422,2,1777351173.903071,1777351174.274181,371.109,1,
621,3,1777351173.925945,1777351174.296751,370.806,1,
1021,5,1777351173.950691,1777351174.322386,371.695,1,
2620,13,1777351174.007094,1777351174.377225,370.131,1,
1620,8,1777351174.011011,1777351174.381061,370.050,1,
222,1,1777351174.029315,1777351174.399148,369.832,1,
2220,11,1777351174.047963,1777351174.417767,369.804,1,
1421,7,1777351174.088444,1777351174.458921,370.477,1,
24,0,1777351174.109786,1777351174.481251,371.466,1,
821,4,1777351174.156632,1777351174.530385,373.753,1,
2820,14,1777351174.167971,1777351174.541124,373.152,1,
1820,9,1777351174.194439,1777351174.566859,372.419,1,
1221,6,1777351174.205864,1777351174.578530,372.666,1,
3220,16,1777351174.236509,1777351174.608832,372.323,1,
3420,17,1777351174.240296,1777351174.612702,372.406,1,
2021,10,1777351174.266885,1777351174.638423,371.538,1,
423,2,1777351174.274199,1777351174.645532,371.333,1,
622,3,1777351174.296770,1777351174.668694,371.924,1,
2420,12,1777351174.315066,1777351174.686780,371.714,1,
3620,18,1777351174.318560,1777351174.690295,371.735,1,
1022,5,1777351174.322405,1777351174.693824,371.418,1,
3820,19,1777351174.326269,1777351174.697344,371.074,1,
4020,20,1777351174.362569,1777351174.735189,372.620,1,
3020,15,1777351174.369898,1777351174.742584,372.686,1,
2621,13,1777351174.377242,1777351174.749691,372.448,1,
1621,8,1777351174.381078,1777351174.753536,372.457,1,
223,1,1777351174.399164,1777351174.771973,372.809,1,
2221,11,1777351174.417784,1777351174.790238,372.454,1,
1422,7,1777351174.458940,1777351174.831560,372.620,1,
4820,24,1777351174.477753,1777351174.850945,373.192,1,
25,0,1777351174.481268,1777351174.854543,373.274,1,
4220,21,1777351174.485177,1777351174.858464,373.287,1,
822,4,1777351174.530407,1777351174.902875,372.468,1,
2821,14,1777351174.541144,1777351174.913958,372.814,1,
4620,23,1777351174.555657,1777351174.928472,372.815,1,
1821,9,1777351174.566884,1777351174.939650,372.766,1,
1222,6,1777351174.578553,1777351174.951139,372.585,1,
4420,22,1777351174.582447,1777351174.955041,372.593,1,
6020,30,1777351174.589564,1777351174.962400,372.835,1,
5020,25,1777351174.597300,1777351174.970119,372.818,1,
3221,16,1777351174.608850,1777351174.981119,372.269,1,
3421,17,1777351174.612718,1777351174.984632,371.913,1,
5220,26,1777351174.620056,1777351174.992234,372.178,1,
5620,28,1777351174.630686,1777351175.002838,372.151,1,
